"Nome società";"Nome del brand di consulenza ESG";"Sede 1";"Sede 2";"Sede 3";"Sito web";"Email";"Telefono";"Anno fondazione";"Anno di inizio dell'attività di consulenza Esg";"Fascia fatturato complessivo della società in Italia";"Fatturato derivante da attività di consulenza e servizi Esg svolti in Italia";"Cliente 1";"Cliente 2";"Cliente 3";"Cliente 4";"Cliente 5";"Progetto Esg particolarmente significativo portato a termine da un vostro cliente nel 2024";"Indicare le particolarità della società/brand nella consulenza Esg";"Fascia numero complessivo dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia";"Fascia numero dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia che svolgono attività in ambito Esg";"Purpose";"La società rendiconta le informazioni sui fattori ESG?";"Servizio 1";"Servizio 2";"Servizio 3";"Servizio 4";"Servizio 5";"Servizio 6";"Servizio 7";"Servizio 8";"Servizio 9";"Servizio 10";"Servizio 11";"Servizio 12";"Servizio 13";"Servizio 14";"Servizio 15";"Servizio 16";"Servizio 17";"Servizio 18";"Servizio 19";"Servizio 20";"Servizio 21";"Servizio 22";"Servizio 23";"Servizio 24";"Servizio 25";"Servizio 26";"Servizio 27";"Servizio 28"
"Pippo43";;"Via, Milano 43";;;"www.eticanews.it";"info@eticanews.it";"+39 123498";2018;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"Repower";"Kiko";"Lavazza";"L'Oreal";"Kering";"Circularity ha supportato Biofarma a partire dal 2020 nel percorso di definizione di un piano strategico di sostenibilità, di rendicontazione del Bilancio di sostenibilità 2022, 2023 e 2024, e definizione di un Carbon Management Plan sulla base del calcolo di GHG di scope 1-2-3, prima a livello Italia, poi a livello Global. ";"Circularity si distingue per un approccio integrato e operativo ai temi ESG, affiancando le imprese con soluzioni concrete e personalizzate. Unisce competenze tecniche, digitali e normative per accompagnare le aziende in percorsi di sostenibilità misurabili, con focus sull’economia circolare. La piattaforma digitale proprietaria dedicata alla simbiosi industriale, tool e corsi di formazione e il team di esperti rendono l’offerta di Circularity unica nel panorama dei servizi ESG in Italia";"10 a 50";"10 a 50";"Come esperti di sostenibilità a 360°, accompagniamo le imprese in tutte le tappe del percorso verso l’integrazione della circolarità nel proprio modello di business. ";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";;;"Esg Data Management";;;;;"Life Cycle Assessment";;;;"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";;"Simbiosi industriale"
"Pippo44";;"Via, Milano 44";;;"www.eticanews.it";"info@eticanews.it";"+39 123499";2015;2020;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Progesia si caratterizza per un approccio distintivo alla consulenza ESG grazie alla presenza di docenti universitari, esperti ed esperte specializzati in sostenibilità ambientale, sociologia, economia, marketing, comunicazione e gestione delle risorse umane. La combinazione unica di queste competenze consente di integrare strategicamente la sostenibilità nelle attività aziendali, favorendo modelli di business responsabili, innovativi e competitivi sul mercato.";"2 a 10";"2 a 10";"Ispirare e accompagnare le organizzazioni in un percorso verso un futuro inclusivo, responsabile e condiviso.";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo45";;"Via, Milano 45";;;"www.eticanews.it";"info@eticanews.it";"+39 123500";2024;;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;"Implementazione dell'Action Plan Bankit";"Servizio personalizzato nell'implementazione dei presidi ESG, evidenziando le opportunità di tali presidi";"2 a 10";"2 a 10";"Consulenza e esternalizzazione di funzioni (specie di controllo) ad elevato valore aggiunto";"Non vi è rendicontazione sui fattori ESG";;;;;;;"Compliance";;;;"Governance Esg";"HR & formazione";;;;;;"Rendicontazione & reporting";"Risk management";;;"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo46";;"Via, Milano 46";;;"www.eticanews.it";"info@eticanews.it";"+39 123501";2020;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;"Partendo dall'ESG Readiness Quick Test, il nostro modello proprietario di assessment per micro PMI, l'azienda ha definito la strategia ESG. Nel 2024 ha realizzato un riciclo ""closed-loop"" degli scarti metallici e lanciato un programma di parità genere e impatto sulla comunità locale, integrando prassi ispirate alla UNI/PdR 51:2018 nel sistema HSEQ.";"La nostra consulenza ESG è 'realizzativa': non solo strategia, ma affiancamento concreto nell'implementazione. Sfruttando un network affiatato di esperti con competenze integrate e il Metodo SMARTLI©, partiamo dall'assessment (es. Quick Test ESG Readiness proprietario per PMI) per progettare piani di azioni mirate(riciclo, parità, ecc.), offrendo anche i manager per lo start up. Questo garantisce risultati tangibili e integrati nel business, superando la teoria per arrivare al fare sostenibile.";"10 a 50";"2 a 10";"Esistiamo per aiutare le PMI a trasformare la sostenibilità in leva concreta di competitività e innovazione. La nostra consulenza realizzativa attua le strategie ESG, garantendo risultati tangibili per l'impresa. Obiettivo: essere ESG game changer!";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;;;;"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";"Investor relation";"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo47";;"Via, Milano 47";;;"www.eticanews.it";"info@eticanews.it";"+39 123502";2014;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"FINDOMESTIC BANCA / ATISB ODV";"CONFINDUSTRIA SFC ";"COSPE ONG";"UNIVERSITA DI PISA E ITS PRODIGI";"STELLANTIS / EXAPT GROUP";"Come Sustainability Manager certificata da Accredia e iscritta al MIMIT sono stata selezionata per collaborare con Confindustria 1)Progetto Prato-Tessile per la strategia ESG della PMI capofila Antilotex Flock Srl  2) Progetto SyMaN Consulenza ESG al Digital Innovation Hub - lavorando su 6 diversi progetti per  Servizi Formativi di Confindustria.";"Visione sistemica e leadership sui trade-off dell’Agenda UN2030. Accesso a network internazionali e multi stakeholder. Know-how processi Multinazionali, PMI, Terzo Settore. Multiculturalità/Multilingue. Docente ESG modelli business circolari e ibridi. Employer Branding, allineamento strategia, marketing, comunicazione e risorse umane. Laboratori di Ricerca-Azione. Formazione esperienziale, change management, processi innovativi e inclusivi. Realizzazione di Manuali di Buone Pratiche per la DE&I.";;;"Rendere la sostenibilità una responsabilità individuale ancora prima che d’impresa. Facilitare lo sviluppo dell’imprenditorialità, formare all’ascolto, presenza e resilienza, migliorare le competenze di azione ESG.";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;;;"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;;"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;"Innovazione Modelli di Business (Sostenibili, Circolari & Idridi); Filantropia Strategica; International Relations/Partnership Development progetti UE e extra UE; Impact Measurement Theory of Change; L.68/99 coaching"
"Pippo48";;"Via, Milano 48";;;"www.eticanews.it";"info@eticanews.it";"+39 123503";2011;2017;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";"Gruppo Lactalis";"LCM Group";"IMQ";" Waga Energy";"Pro Carton";"Ideatori del nome e del format ""Coscienza di Zeta"", progetto nazionale giunto alla IV edizione sviluppato per Lactalis. Promuove il dialogo tra adolescenti su temi attuali, dalla D&I, alla riqualificazione territoriale. Ha coinvolto oltre 400 studenti da tutta Italia, generando idee, dibattiti e progetti concreti realizzati nelle scuole.
";"In Mediatyche offriamo consulenza ESG personalizzata. Siamo esperti di comunicazione sostenibile e formatori aziendali, valorizziamo i bilanci di sostenibilità, rendendoli il cuore della strategia e della comunicazione aziendale. Sviluppiamo progetti di CSR su misura per il brand e insieme al terzo settore. Verifichiamo la coerenza tra valori, contenuti e linguaggi su tutti i canali, condizione essenziale per una reputazione credibile e duratura. Siamo B Corp e società benefit.";"2 a 10";"2 a 10";"LE VOSTRE STORIE PER IL CAMBIAMENTO - Rendere la comunicazione
lo strumento chiave per favorire il cambiamento culturale, trasformando i principi della sostenibilità da puri concetti a beneficio comune tangibile";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;;;"Comunicazione";;"Consulenza su società benefit";;;;;;"HR & formazione";;;;;;"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo49";;"Via, Milano 49";;;"www.eticanews.it";"info@eticanews.it";"+39 123504";2000;;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;;"executive search, head hunting, leadership development, assessment, coaching";;;"affianchiamo leaders, managers e imprenditori nei momenti di crescita e/o di crisi del loro business, lavorando sul ""fattore umano""";"Non vi è rendicontazione sui fattori ESG";;;;;;;;;;;;"HR & formazione";;;;;;;;;;;;;;;;
"Pippo50";;"Via, Milano 50";;;"www.eticanews.it";"info@eticanews.it";"+39 123505";1986;1993;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"SOGESCA si occupa di sostenibilità dagli albori della consulenza nel settore. In 40 anni di attività ha sviluppato esperienze e competenze afferenti a tale ambito anche grazie a progetti finanziati dall'UE in collaborazione con centri di ricerca europei. Anche molti tecnici di SOGESCA hanno esperienza pluridecennale e integrano più competenze con una visione allargata alle necessità aziendali.
L'attività punta agli obiettivi cercando la crescita delle competenze e delle capacità dei clienti.";"10 a 50";"10 a 50";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;"Compliance";;;"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;"Implementazione sistemi di gestione ambiente, etica, salute e sicurezza sul lavoro, energia"
"Pippo51";;"Via, Milano 51";;;"www.eticanews.it";"info@eticanews.it";"+39 123506";2022;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Clover Srl SB nasce dalle esperienze professionali pluriennali dei tre founder su consulenza, formazione e audit di terza parte in diversi settori economici. La scelta di costituirsi come società benefit rappresenta il sistema valoriale che permette al team di Clover Srl SB di sostenere le aziende nel percorso ESG, individuando nella propria strategia di sostenibilità come un fattore competitivo e di posizionamento sul mercato.";"2 a 10";"2 a 10";"Clover SRL SB è una società benefit: professionalità, affidabilità e passione sono i valori che ci guidano sia nelle attività di consulenza sia nelle iniziative di impatto positivo per la comunità.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;;"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";;;"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo52";;"Via, Milano 52";;;"www.eticanews.it";"info@eticanews.it";"+39 123507";2021;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Hitachi Rail STS";"Parkwind ";"Sabic";"Quantis";"Manteco";;"Circular S.r.l., con sede a Palermo, è una società di consulenza specializzata in sostenibilità ed economia circolare. Offre servizi come LCA, S-LCA, SPD, certificazioni ambientali (EPD, PEF) e supporto alla rendicontazione secondo la tassonomia UE. Ha sviluppato la prima SPD in Italia per il treno ibrido Blues di Trenitalia. Circular promuove una comunicazione ambientale trasparente e la parità di genere secondo la UNI/PdR 125:2022, affiancando imprese e PA nella transizione ecologica.






";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";;;;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;;;;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;;;;;;;;"Social Life Cycle Assessment, Social Product Declaration"
"Pippo53";"Topolino 53";"Via, Milano 53";;;"www.eticanews.it";"info@eticanews.it";"+39 123508";2006;2008;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Gallozzi Group SpA";"Industrie Rinaldi Srl";"Distretto aerospaziale della Campania";"Mediacom srl";"Mauro Benedetti SpA";;"Il CSRMed Project nasce nel 2010 per promuovere la cultura della sostenibilità come pilastro valoriale di una governance responsabile dell'impresa affinché il percorso di cambiamento possa avere davvero successo nel tempo e non rappresentare un mero costo di compliance. Oggi siamo società di riferimento solo per quelle PMI che hanno o vogliono avere un approccio strategico di lungo periodo alla sostenibilità come responsabilità e come opportunità per aumentare la generazione di valore.";"2 a 10";"2 a 10";"Vogliamo essere motore di innovazione culturale ed organizzativa  per portare le nostre pmi verso una nuova leadership di mercato e nel contempo creare valore per il nostro territorio.";"Non vi è rendicontazione sui fattori ESG";;;;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo54";"Topolino 54";"Via, Milano 54";;;"www.eticanews.it";"info@eticanews.it";"+39 123509";2021;;"Compreso tra 5.000.000 € e 10.000.000 €";"Superiore a 5.000.000 €";"Sodalis Group";"Aviation Services";"Lopigom";"System Logistics";"Kuvera S.p.A. (Carpisa)";"Sodalis Group è leader nei mercati Health & Beauty, Personal & Home Care, impegnato a creare Benessere attraverso qualità, ricerca e innovazione. Il percorso di sostenibilità intrapreso ha previsto Bilancio di Sostenibilità, Assessment ESG, LCA, CFO, Stakeholder engagement, formazione ESG. Una collaborazione continua sempre più strategica.";"Metodologie innovative, spirito d’avanguardia e capacità di accompagnare le imprese in percorsi di crescita strutturati, misurabili e customizzati. Il rapporto che instauriamo con i nostri clienti è una delle nostre più grandi forze. Non
ci limitiamo a fornire soluzioni: definiamo strategie che portano risultati concreti e duraturi. Un approccio che ci consente di conoscere a fondo le loro esigenze e di adattare continuamente il nostro supporto ai loro obiettivi più sfidanti.";;;"Per continuare a crescere e creare valore, insieme.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo55";"Topolino 55";"Via, Milano 55";"Via Roma, 293 30038 Spinea (VE)";;"www.eticanews.it";"info@eticanews.it";"+39 123510";2024;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"La competenza quarantennale nello sviluppo di sistemi informativi per le aziende di produzione ci rende particolarmente efficace nella gestione dei dati per la rendicontazione ESG e nel fornire strumenti software per aiutare le aziende a definire delle strategie di miglioramento.";"2 a 10";"2 a 10";"Obiettivo di T2Green è quello di supportare le aziende manifatturiere nel cambio di paradigma che sarà necessario per una produzione più sostenibile, tramite strumenti informatici tecnologicamente evoluti (AI, data mining, simulazione,... ).";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;;;;;;"Esg Data Management";"Efficientamento energetico";;;;;;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;;;"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo56";;"Via, Milano 56";;;"www.eticanews.it";"info@eticanews.it";"+39 123511";2002;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Poste Italiane";"Agos";"IGPDecaux";"IES International (Fiera MIDO)";"Sofidel";"Certificazione ISO 20121 - Fiera MIDO";"Focus sulla Comunicazione della sostenibilità, approccio culturale";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;;"Certificazione/asseverazione";"Comunicazione";;;;"Diversity & Inclusion policy";;;;"HR & formazione";;;;;;;;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo57";;"Via, Milano 57";;;"www.eticanews.it";"info@eticanews.it";"+39 123512";1996;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Alpitour S.p.A.";"Brandart S.p.A.";"Cellnex Italia S.p.A.";"Snam S.p.A.";"Telebit S.p.A.";"Consulnet Italia ha supportato Alpitour S.p.A. nell'ottenimento della Certificazione per la parità di genere UNI/PDR 125:2022 e Brandart S.p.A nell'allineamento della strategia ai rischi emergenti ESG.";"Consulnet affianca le imprese per integrare la sostenibilità economica con la sostenibilità sociale e ambientale nella strategia e in tutti i processi, al fine di generare valore nel lungo periodo. Grazie a un team multidisciplinare con elevata seniority sui temi ESG, Consulnet accompagna le imprese nell’implementazione di soluzioni innovative e personalizzate nel percorso di sviluppo sostenibile, mettendo al centro la Governance come asse portante di una strategia di sostenibilità integrata.";"10 a 50";"10 a 50";"Consulnet Italia è a fianco delle imprese che vogliono implementare al proprio interno la sostenibilità come concreta leva di business.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";;"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Consulenza strategica per lo sviluppo sostenibile; Standard e Sistemi di Gestione (Modello EASI ®,UNI/ PdR 125, SA 8000, ISO 30415, ISO 37301, ISO 9001, ISO 14001, ISO 45001, ISO 50001, ISO 27001, ISO 37001, etc.)"
"Pippo58";;"Via, Milano 58";"Via Monte San Michele 44, 76011, Bisceglie (BT)";"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123513";2020;;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"Mediaworld";"Bancomat";"Subdued";"Cogne Acciai";"Petrone Group";"Gruppo AEFFE si è affidato a Up2You per rendere la sostenibilità parte integrante del proprio business, avviando il calcolo delle emissioni di Scope 1 e 2 nel 2023 e pianificato, sulla base dei dati del 2024, il calcolo delle emissioni di Scope 3. Tutto questo nell’ottica di costruire una strategia di decarbonizzazione su misura.";"Up2You è la società benefit e B Corp certificata che trasforma la sostenibilità in un vantaggio competitivo per le aziende: grazie a soluzioni personalizzate e strategie ESG per gestire la sostenibilità a 360° con tecnologie proprietarie e innovative e la consulenza di un team altamente competente.
Combiniamo l'esperienza del nostro team con piattaforme tecnologiche all'avanguardia, fornendo alle aziende strumenti pratici e strategie efficaci con cui ottenere risultati verificabili e misurabili.";"10 a 50";"10 a 50";;"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;;;"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";;;"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo59";;"Via, Milano 59";"Via Monte San Michele 44, 76011, Bisceglie (BT)";"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123514";1994;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Ci riteniamo una ""sartoria di lusso"" dell'ESG, proponendo progetti tailor-made per ogni singola organizzazione cliente, gestita da consulenti con esperienza trentennale";"2 a 10";"2 a 10";"Creare valore sociale condiviso per le Persone che lavorano con noi, per i nostri Clienti e Fornitori e per il Territorio in cui operiamo, costruendo forti relazioni con i propri partner, associazioni, università e istituzioni scolastiche";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;;;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";;;"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;"Third Party Opinion";;;"Prevenzione della corruzione e 231"
"Pippo60";;"Via, Milano 60";;;"www.eticanews.it";"info@eticanews.it";"+39 123515";2022;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"Mondadori";"Chef Express";"Selex Gruppo Commerciale";"Liquigas";"Gruppo Italmobiliare";;"Siamo lo spin-off dell'Università Cattolica nato per integrare concretamente la sostenibilità nei modelli di business e nei processi decisionali. Con un approccio integrato e orientato ai risultati, supportiamo imprese e organizzazioni nel migliorare la propria competitività attraverso percorsi su misura. Costituiti come Società Benefit, fondiamo la nostra attività su etica e integrità, promuovendo una cultura aziendale responsabile e orientata alla generazione di impatti positivi. ";"10 a 50";"10 a 50";"Essere l’autorevole e innovativa boutique di consulenza per la sostenibilità a supporto dell’impatto positivo degli attori economici.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";"Investor relation";"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo61";;"Via, Milano 61";;;"www.eticanews.it";"info@eticanews.it";"+39 123516";2024;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Plantvoice ";"Alberami ";"consulenti ESG";;;"redazione bilancio di sostenibilità";"abbiamo creato un tool per la raccolta automatica di dati ESG";"2 a 10";"2 a 10";"raccogliere i dati ESG per le aziende ";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;;;;;;;;"Esg Data Management";;;;;;;;;;;;;;;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo62";;"Via, Milano 62";;;"www.eticanews.it";"info@eticanews.it";"+39 123517";2003;2021;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Socage S.r.l.";"Cleca S.p.a.";"Estuario Carni S.c.a.";"Sarzi Lamiere S.p.a.";"Gubela S.p.a.";"Report di sostenibilità";"L'attenzione costante all'evoluzione normativa e la multidisciplinarietà. ";"10 a 50";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo63";;"Via, Milano 63";"Via Monte San Michele 44, 76011, Bisceglie (BT)";;"www.eticanews.it";"info@eticanews.it";"+39 123518";2014;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"FRETTE ";"ONDULOR";"MILANO RISTORAZIONE";"TELCONTROL";"SPS ITALY";"Supporto all'analisi di doppia materialità effettuata nell'ambito di differenti progetti di rendicontazione di sostenibilità. Progetti realizzati in applicazione degli ESRS e che si concluderanno nel 2025. ";"Approccio fondato sull'integrazione dei servizi di rendicontazione di sostenibilità e dei servizi di audit e gestione del rischio. Progetti di medio e lungo periodo che, partendo dall’analisi di materialità e passando per la definizione di piani di sostenibilità, giungono a una rendicontazione trasparente ed equilibrata delle informazioni di sostenibilità. Capacità di costruire insieme al cliente sistemi di controllo interno a garanzia dell’accuratezza delle informazioni di sostenibilità.";"10 a 50";"2 a 10";"Consolidare la cultura di un agire responsabile";"Non vi è rendicontazione sui fattori ESG";;;;;;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;"ESG Due Diligence"
"Pippo64";;"Via, Milano 64";"Via Monte San Michele 44, 76011, Bisceglie (BT)";"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123519";2005;;"Superiore a 10.000.000 €";"Superiore a 5.000.000 €";"Bridgestone";"Brembo";"Banca Mediolanum";"ENI";"Cassa Depositi e Prestiti";"a2a ha scelto IMPACT, in particolare il modulo ESG Reporting per consentire al proprio team ESG di semplificare la gestione e il monitoraggio delle performance ESG, nonché di redigere il bilancio di sostenibilità in modo veloce ed efficiente. 
";"Grande esperienza come consulenti nell'ESG, dalla normativa ai requisiti richiesti alle aziende, ai tempi di attuazione dei regolamenti.
Grandi skill tecnologici e strategici per sviluppare soluzioni adeguate e tailor-made.
Attenzione alle esigenze del cliente con particolare attenzione all'integrazione di ESG and GRC

";"100 a 500";"50 a 100";"Semplificare e unificare ESG e GRC attraverso soluzioni guidate dall’AI, trasformando la conformità in vantaggio competitivo e la sostenibilità in valore strategico.";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";;;;;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;;;"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
